Mod:Item:MetaData, Localized Name
xreliquary:destruction_catalyst, item.destruction_catalyst.name
xreliquary:emperor_chalice, item.emperor_chalice.name
xreliquary:ender_staff, item.ender_staff.name
xreliquary:fortune_coin, item.fortune_coin.name
xreliquary:glacial_staff, item.glacial_staff.name
xreliquary:glowing_bread, item.glowing_bread.name
xreliquary:glowing_water, item.glowing_water.name
xreliquary:harvest_rod, item.harvest_rod.name
xreliquary:mob_charm_fragment:0, §aZombie Charm Fragment
xreliquary:mob_charm_fragment:1, §aSkeleton Charm Fragment
xreliquary:mob_charm_fragment:2, §aWither Skeleton Charm Fragment
xreliquary:mob_charm_fragment:3, §aCreeper Charm Fragment
xreliquary:mob_charm_fragment:4, §aWitch Charm Fragment
xreliquary:mob_charm_fragment:5, §aZombie Pigman Charm Fragment
xreliquary:mob_charm_fragment:6, §aCave Spider Charm Fragment
xreliquary:mob_charm_fragment:7, §aSpider Charm Fragment
xreliquary:mob_charm_fragment:8, §aEnderman Charm Fragment
xreliquary:mob_charm_fragment:9, §aGhast Charm Fragment
xreliquary:mob_charm_fragment:10, §aSlime Charm Fragment
xreliquary:mob_charm_fragment:11, §aMagma Cube Charm Fragment
xreliquary:mob_charm_fragment:12, §aBlaze Charm Fragment
xreliquary:mob_charm_fragment:13, §aGuardian Charm Fragment
xreliquary:hero_medallion, item.hero_medallion.name
xreliquary:holy_hand_grenade, item.holy_hand_grenade.name
xreliquary:ice_magus_rod, item.ice_magus_rod.name
xreliquary:infernal_chalice, item.infernal_chalice.name
xreliquary:infernal_claws, item.infernal_claws.name
xreliquary:infernal_tear, item.infernal_tear.name
xreliquary:kraken_shell, item.kraken_shell.name
xreliquary:lantern_of_paranoia, item.lantern_of_paranoia.name
xreliquary:magicbane, item.magicbane.name
xreliquary:midas_touchstone, item.midas_touchstone.name
xreliquary:mob_charm:0, §aZombie Charm
xreliquary:mob_charm:0, §aSkeleton Charm
xreliquary:mob_charm:0, §aWither Skeleton Charm
xreliquary:mob_charm:0, §aCreeper Charm
xreliquary:mob_charm:0, §aWitch Charm
xreliquary:mob_charm:0, §aZombie Pigman Charm
xreliquary:mob_charm:0, §aCave Spider Charm
xreliquary:mob_charm:0, §aSpider Charm
xreliquary:mob_charm:0, §aEnderman Charm
xreliquary:mob_charm:0, §aGhast Charm
xreliquary:mob_charm:0, §aSlime Charm
xreliquary:mob_charm:0, §aMagma Cube Charm
xreliquary:mob_charm:0, §aBlaze Charm
xreliquary:mob_charm:0, §aGuardian Charm
xreliquary:mob_charm_belt, item.mob_charm_belt.name
xreliquary:phoenix_down, item.phoenix_down.name
xreliquary:pyromancer_staff, item.pyromancer_staff.name
xreliquary:rending_gale, item.rending_gale.name
xreliquary:rod_of_lyssa, item.rod_of_lyssa.name
xreliquary:salamander_eye, item.salamander_eye.name
xreliquary:serpent_staff, item.serpent_staff.name
xreliquary:shears_of_winter, item.shears_of_winter.name
xreliquary:sojourner_staff, item.sojourner_staff.name
xreliquary:twilight_cloak, item.twilight_cloak.name
xreliquary:void_tear, item.void_tear.name
xreliquary:witch_hat, item.witch_hat.name
xreliquary:witherless_rose, item.witherless_rose.name
xreliquary:bullet:0, Empty Casing
xreliquary:bullet:1, Neutral Shot
xreliquary:bullet:2, Exorcism Shot
xreliquary:bullet:3, Blaze Shot
xreliquary:bullet:4, Ender Shot
xreliquary:bullet:5, Concussive Shot
xreliquary:bullet:6, Buster Shot
xreliquary:bullet:7, Seeker Shot
xreliquary:bullet:8, Sand Shot
xreliquary:bullet:9, Storm Shot
xreliquary:magazine:0, Empty Magazine
xreliquary:magazine:1, Neutral Magazine
xreliquary:magazine:2, Exorcism Magazine
xreliquary:magazine:3, Blaze Magazine
xreliquary:magazine:4, Ender Magazine
xreliquary:magazine:5, Concussive Magazine
xreliquary:magazine:6, Buster Magazine
xreliquary:magazine:7, Seeker Magazine
xreliquary:magazine:8, Sand Magazine
xreliquary:magazine:9, Storm Magazine
xreliquary:gun_part:0, Grip Assembly
xreliquary:gun_part:1, Barrel Assembly
xreliquary:gun_part:2, Hammer Assembly
xreliquary:handgun, item.handgun.name
xreliquary:attraction_potion, item.attraction_potion.name
xreliquary:fertile_potion, item.fertile_potion.name
xreliquary:potion:0, Condensed Potion Vial
xreliquary:tipped_arrow, Tipped Arrow
xreliquary:altar, tile.altar.name
xreliquary:apothecary_cauldron, tile.apothecary_cauldron.name
xreliquary:apothecary_mortar, tile.apothecary_mortar.name
xreliquary:fertile_lilypad, tile.fertile_lilypad.name
xreliquary:interdiction_torch, tile.interdiction_torch.name
xreliquary:wraith_node, tile.wraith_node.name
xreliquary:pedestal:0, Pedestal
xreliquary:pedestal:1, Pedestal
xreliquary:pedestal:2, Pedestal
xreliquary:pedestal:3, Pedestal
xreliquary:pedestal:4, Pedestal
xreliquary:pedestal:5, Pedestal
xreliquary:pedestal:6, Pedestal
xreliquary:pedestal:7, Pedestal
xreliquary:pedestal:8, Pedestal
xreliquary:pedestal:9, Pedestal
xreliquary:pedestal:10, Pedestal
xreliquary:pedestal:11, Pedestal
xreliquary:pedestal:12, Pedestal
xreliquary:pedestal:13, Pedestal
xreliquary:pedestal:14, Pedestal
xreliquary:pedestal:15, Pedestal
xreliquary:pedestal_passive:0, Pedestal (Display only)
xreliquary:pedestal_passive:1, Pedestal (Display only)
xreliquary:pedestal_passive:2, Pedestal (Display only)
xreliquary:pedestal_passive:3, Pedestal (Display only)
xreliquary:pedestal_passive:4, Pedestal (Display only)
xreliquary:pedestal_passive:5, Pedestal (Display only)
xreliquary:pedestal_passive:6, Pedestal (Display only)
xreliquary:pedestal_passive:7, Pedestal (Display only)
xreliquary:pedestal_passive:8, Pedestal (Display only)
xreliquary:pedestal_passive:9, Pedestal (Display only)
xreliquary:pedestal_passive:10, Pedestal (Display only)
xreliquary:pedestal_passive:11, Pedestal (Display only)
xreliquary:pedestal_passive:12, Pedestal (Display only)
xreliquary:pedestal_passive:13, Pedestal (Display only)
xreliquary:pedestal_passive:14, Pedestal (Display only)
xreliquary:pedestal_passive:15, Pedestal (Display only)
stevescarts:blockcartassembler, Cart Assembler
stevescarts:blockcargomanager, Cargo Manager
stevescarts:blockliquidmanager, Liquid Manager
stevescarts:blockdistributor, External Distributor
stevescarts:blockactivator, Module Toggler
stevescarts:blockdetector:0, Detector Manager
stevescarts:blockdetector:1, Detector Unit
stevescarts:blockdetector:2, Detector Station
stevescarts:blockdetector:3, Detector Junction
stevescarts:blockdetector:4, Detector Redstone Unit
stevescarts:upgrade:0, Upgrade: Batteries
stevescarts:upgrade:1, Upgrade: Power Crystal
stevescarts:upgrade:2, Upgrade: Module knowledge
stevescarts:upgrade:3, Upgrade: Industrial espionage
stevescarts:upgrade:4, Upgrade: Experienced assembler
stevescarts:upgrade:5, Upgrade: New Era
stevescarts:upgrade:6, Upgrade: CO2 friendly
stevescarts:upgrade:7, Upgrade: Generic engine
stevescarts:upgrade:8, Upgrade: Module input
stevescarts:upgrade:9, Upgrade: Production line
stevescarts:upgrade:10, Upgrade: Cart Deployer
stevescarts:upgrade:11, Upgrade: Cart Modifier
stevescarts:upgrade:12, Upgrade: Cart Crane
stevescarts:upgrade:13, Upgrade: Redstone Control
stevescarts:upgrade:14, Upgrade: Creative Mode
stevescarts:upgrade:15, Upgrade: Quick Demolisher
stevescarts:upgrade:16, Upgrade: Entropy
stevescarts:upgrade:17, Upgrade: Manager Bridge
stevescarts:upgrade:18, Thermal Engine
stevescarts:upgrade:19, Upgrade: Solar Panel
stevescarts:blockjunction, Junction Rail
stevescarts:blockadvdetector, Advanced Detector Rail
stevescarts:blockmetalstorage:0, Reinforced Metal Block
stevescarts:blockmetalstorage:1, Galgadorian Block
stevescarts:blockmetalstorage:2, Enhanced Galgadorian Block
stevescarts:modularcart:0, Modular Cart
stevescarts:modulecomponents:0, Wooden Wheels
stevescarts:modulecomponents:1, Iron Wheels
stevescarts:modulecomponents:2, Red Pigment
stevescarts:modulecomponents:3, Green Pigment
stevescarts:modulecomponents:4, Blue Pigment
stevescarts:modulecomponents:5, Glass o'Magic
stevescarts:modulecomponents:6, Dynamite
stevescarts:modulecomponents:9, Simple PCB
stevescarts:modulecomponents:10, Graphical Interface
stevescarts:modulecomponents:11, Raw Handle
stevescarts:modulecomponents:12, Refined Handle
stevescarts:modulecomponents:13, Speed Handle
stevescarts:modulecomponents:14, Wheel
stevescarts:modulecomponents:15, Saw Blade
stevescarts:modulecomponents:16, Advanced PCB
stevescarts:modulecomponents:17, Wood Cutting Core
stevescarts:modulecomponents:18, Raw Hardener
stevescarts:modulecomponents:19, Refined Hardener
stevescarts:modulecomponents:20, Hardened Mesh
stevescarts:modulecomponents:21, Stabilized Metal
stevescarts:modulecomponents:22, Reinforced Metal
stevescarts:modulecomponents:23, Reinforced Wheels
stevescarts:modulecomponents:24, Pipe
stevescarts:modulecomponents:25, Shooting Station
stevescarts:modulecomponents:26, Entity Scanner
stevescarts:modulecomponents:27, Entity Analyzer
stevescarts:modulecomponents:28, Empty Disk
stevescarts:modulecomponents:29, Tri-torch
stevescarts:modulecomponents:30, Chest Pane
stevescarts:modulecomponents:31, Large Chest Pane
stevescarts:modulecomponents:32, Huge Chest Pane
stevescarts:modulecomponents:33, Chest Lock
stevescarts:modulecomponents:34, Iron Pane
stevescarts:modulecomponents:35, Large Iron Pane
stevescarts:modulecomponents:36, Huge Iron Pane
stevescarts:modulecomponents:37, Dynamic Pane
stevescarts:modulecomponents:38, Large Dynamic Pane
stevescarts:modulecomponents:39, Huge Dynamic Pane
stevescarts:modulecomponents:40, Cleaning Fan
stevescarts:modulecomponents:41, Cleaning Core
stevescarts:modulecomponents:42, Cleaning Tube
stevescarts:modulecomponents:43, Fuse
stevescarts:modulecomponents:44, Solar Panel
stevescarts:modulecomponents:45, Eye of Galgador
stevescarts:modulecomponents:46, Lump of Galgador
stevescarts:modulecomponents:47, Galgadorian Metal
stevescarts:modulecomponents:48, Large Lump of Galgador
stevescarts:modulecomponents:49, Enhanced Galgadorian Metal
stevescarts:modulecomponents:58, Advanced Solar Panel
stevescarts:modulecomponents:59, Blank Upgrade
stevescarts:modulecomponents:60, Tank Valve
stevescarts:modulecomponents:61, Tank Pane
stevescarts:modulecomponents:62, Large Tank Pane
stevescarts:modulecomponents:63, Huge Tank Pane
stevescarts:modulecomponents:64, Liquid Cleaning Core
stevescarts:modulecomponents:65, Liquid Cleaning Tube
stevescarts:modulecomponents:80, Hardened Saw Blade
stevescarts:modulecomponents:81, Galgadorian Saw Blade
stevescarts:modulecomponents:82, Galgadorian Wheels
stevescarts:modulecomponents:83, Iron Blade
stevescarts:modulecomponents:84, Blade Arm
stevescarts:cartmodule:0, Coal Engine
stevescarts:cartmodule:1, Solar Engine
stevescarts:cartmodule:2, Side Chests
stevescarts:cartmodule:3, Top Chest
stevescarts:cartmodule:4, Front Chest
stevescarts:cartmodule:5, Internal Storage
stevescarts:cartmodule:6, Extracting Chests
stevescarts:cartmodule:7, Torch Placer
stevescarts:cartmodule:8, Basic Drill
stevescarts:cartmodule:9, Galgadorian Drill
stevescarts:cartmodule:10, Railer
stevescarts:cartmodule:11, Large Railer
stevescarts:cartmodule:12, Bridge Builder
stevescarts:cartmodule:13, Track Remover
stevescarts:cartmodule:14, Basic Farmer
stevescarts:cartmodule:15, Basic Wood Cutter
stevescarts:cartmodule:16, Hydrator
stevescarts:cartmodule:18, Fertilizer
stevescarts:cartmodule:19, Height Controller
stevescarts:cartmodule:20, Liquid Sensors
stevescarts:cartmodule:21, Entity Detector: Animal
stevescarts:cartmodule:22, Entity Detector: Player
stevescarts:cartmodule:23, Entity Detector: Villager
stevescarts:cartmodule:24, Entity Detector: Monster
stevescarts:cartmodule:25, Seat
stevescarts:cartmodule:26, Brake Handle
stevescarts:cartmodule:27, Advanced Control System
stevescarts:cartmodule:28, Shooter
stevescarts:cartmodule:29, Advanced Shooter
stevescarts:cartmodule:30, Cleaning Machine
stevescarts:cartmodule:31, Dynamite Carrier
stevescarts:cartmodule:32, Divine Shield
stevescarts:cartmodule:33, Melter
stevescarts:cartmodule:34, Extreme Melter
stevescarts:cartmodule:36, Invisibility Core
stevescarts:cartmodule:37, Wooden Hull
stevescarts:cartmodule:38, Standard Hull
stevescarts:cartmodule:39, Reinforced Hull
stevescarts:cartmodule:40, Note Sequencer
stevescarts:cartmodule:41, Colorizer
stevescarts:cartmodule:42, Iron Drill
stevescarts:cartmodule:43, Hardened Drill
stevescarts:cartmodule:44, Tiny Coal Engine
stevescarts:cartmodule:45, Basic Solar Engine
stevescarts:cartmodule:49, Chunk Loader
stevescarts:cartmodule:51, Projectile: Potion
stevescarts:cartmodule:53, Projectile: Egg
stevescarts:cartmodule:56, Compact Solar Engine
stevescarts:cartmodule:57, Cage
stevescarts:cartmodule:58, Crop: Nether Wart
stevescarts:cartmodule:59, Firework display
stevescarts:cartmodule:61, Creative Engine
stevescarts:cartmodule:62, Mechanical Pig
stevescarts:cartmodule:63, Internal Tank
stevescarts:cartmodule:64, Side Tanks
stevescarts:cartmodule:65, Top Tank
stevescarts:cartmodule:66, Advanced Tank
stevescarts:cartmodule:67, Front Tank
stevescarts:cartmodule:68, Incinerator
stevescarts:cartmodule:69, Thermal Engine
stevescarts:cartmodule:70, Advanced Thermal Engine
stevescarts:cartmodule:71, Liquid Cleaner
stevescarts:cartmodule:72, Creative Tank
stevescarts:cartmodule:73, Open Tank
stevescarts:cartmodule:75, Drill Intelligence
stevescarts:cartmodule:76, Creative Hull
stevescarts:cartmodule:77, Power Observer
stevescarts:cartmodule:78, Steve's Arcade
stevescarts:cartmodule:79, Hardened Wood Cutter
stevescarts:cartmodule:80, Galgadorian Wood Cutter
stevescarts:cartmodule:81, Galgadorian Hull
stevescarts:cartmodule:82, Enchanter
stevescarts:cartmodule:83, Ore Extractor
stevescarts:cartmodule:84, Galgadorian Farmer
stevescarts:cartmodule:85, Lawn Mower
stevescarts:cartmodule:86, Milker
stevescarts:cartmodule:87, Crafter
stevescarts:cartmodule:89, Planter Range Extender
stevescarts:cartmodule:91, Smelter
stevescarts:cartmodule:92, Advanced Crafter
stevescarts:cartmodule:93, Advanced Smelter
stevescarts:cartmodule:94, Information Provider
stevescarts:cartmodule:95, Experience Bank
stevescarts:cartmodule:96, Creative Incinerator
stevescarts:cartmodule:97, Creative Supplies
stevescarts:cartmodule:99, Cake Server
stevescarts:cartmodule:101, Color Randomizer
stevescarts:cartmodule:102, Tree Tap Module
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
torchmaster:frozen_pearl, Frozen Pearl
torchmaster:mega_torch:0, Mega Torch
torchmaster:mega_torch:1, Unlit Mega Torch
torchmaster:terrain_lighter, Terrain Lighter
torchmaster:dread_lamp, Dread Lamp
torchmaster:feral_flare_lantern, Feral Flare Lantern
waystones:waystone, Waystone
waystones:return_scroll, Return Scroll
waystones:bound_scroll, Bound Scroll
waystones:warp_scroll, Warp Scroll
waystones:warp_stone, Warp Stone
xercapaint:item_palette, Palette
xercapaint:item_canvas, Canvas
xercapaint:item_canvas_large, Large Canvas
xercapaint:item_canvas_long, Long Canvas
xercapaint:item_canvas_tall, Tall Canvas
yamda:portal, Mining Dim Portal
patchouli:guide_book, Guide Book
buildcraftcore:spring:0, Water Spring
buildcraftcore:spring:1, Oil Spring
buildcraftcore:decorated:0, tile.decorated.destroy.name
buildcraftcore:decorated:1, Blueprint (Decoration)
buildcraftcore:decorated:2, Template (Decoration)
buildcraftcore:decorated:3, tile.decorated.paper.name
buildcraftcore:decorated:4, tile.decorated.leather.name
buildcraftcore:decorated:5, Laser (Decoration)
buildcraftcore:marker_volume, Land Mark
buildcraftcore:marker_path, Path Mark
buildcraftcore:engine:0, Redstone Engine
buildcraftcore:engine:1, Stirling Engine
buildcraftcore:engine:2, Combustion Engine
buildcraftcore:engine:3, Creative Engine
buildcraftcore:wrench, Wrench
buildcraftcore:gear_wood, Wood Gear
buildcraftcore:gear_stone, Stone Gear
buildcraftcore:gear_iron, Iron Gear
buildcraftcore:gear_gold, Gold Gear
buildcraftcore:gear_diamond, Diamond Gear
buildcraftcore:paintbrush:64, Paintbrush
buildcraftcore:paintbrush:0, §z§0§fWhite§r Paintbrush
buildcraftcore:paintbrush:0, §z§1§6Orange§r Paintbrush
buildcraftcore:paintbrush:0, §z§2§dMagenta§r Paintbrush
buildcraftcore:paintbrush:0, §z§3§bLight Blue§r Paintbrush
buildcraftcore:paintbrush:0, §z§4§eYellow§r Paintbrush
buildcraftcore:paintbrush:0, §z§5§aLime§r Paintbrush
